session_id,revenue
405568,0
347102,0
386524,0
300547,0
214784,0
153222,0
173045,0
374873,0
305477,0
403435,0
175355,0
196553,0
301189,1
156770,0
425965,0
188392,0
447798,1
290970,0
409318,0
354678,0
171777,0
446477,0
367920,0
401505,0
145856,0
199365,0
221772,1
231869,0
229489,0
389813,0
212230,0
324325,0
408859,0
149730,0
263975,0
265577,0
411712,0
341756,0
141194,0
237277,0
204704,1
297654,0
211216,1
307296,0
285621,0
131526,0
280593,0
377732,0
353728,0
392193,0
417732,0
187428,0
193494,1
259644,0
293305,0
335254,0
197000,0
387466,0
483007,1
181020,0
167435,0
412558,0
222187,0
285405,0
191550,1
383587,0
377744,0
451301,0
454068,0
322140,0
268895,0
220242,0
249359,0
428988,0
154752,0
173665,0
380427,0
383705,1
175263,0
203805,0
385331,0
177680,0
295534,0
191066,0
398050,0
348732,0
356084,0
473785,0
274259,0
233328,0
263728,0
440972,0
466968,0
397134,0
242804,0
196684,0
224164,0
350440,0
210481,0
498821,0
291627,0
447211,0
448326,0
213527,0
492185,0
308201,0
227419,1
455841,0
167960,0
409334,0
422460,0
354059,0
328940,0
236021,0
369645,0
298675,1
359227,0
427450,1
248135,0
257763,0
459858,0
253032,0
188896,0
394596,1
483885,0
288215,1
432734,0
424584,0
399802,0
219982,0
443157,0
308291,0
356143,0
477231,0
436342,0
150638,0
450421,0
484607,0
495160,0
320826,0
448842,1
188303,0
361165,0
193792,0
280571,0
202066,0
447342,0
172941,0
282009,0
382278,1
373114,0
384635,0
382695,0
137682,0
156684,0
407080,0
206813,0
406766,0
269389,1
219746,0
361088,0
355363,0
139385,0
485761,0
241125,0
412416,0
313083,0
254632,0
148131,0
298841,0
227249,1
260916,0
135531,0
288945,0
263237,1
227502,0
200122,0
295209,0
168642,0
142349,0
155679,0
264888,0
461532,0
365231,0
326342,0
364899,1
364492,0
224281,0
346837,0
258064,0
441823,0
269618,1
395861,0
140738,0
267320,0
438426,0
451522,0
232930,0
203799,1
427456,0
144257,0
433981,0
367335,0
129725,0
438544,0
362084,0
239895,0
252633,0
285951,1
226389,1
463997,0
427397,0
137472,1
194085,0
308784,0
420837,0
463192,1
258792,0
276639,1
349334,0
171147,0
221320,1
180343,0
429980,0
218219,0
276668,0
348697,0
137444,0
242954,1
335162,1
315008,0
231429,0
136119,0
285480,1
318198,1
323373,0
324611,1
338768,0
241081,0
234401,0
399842,0
427859,0
444986,0
454031,0
342086,1
225679,0
362416,0
268267,0
443545,0
337114,0
146965,0
170572,0
143722,0
215868,0
276278,0
367170,0
258810,0
440729,0
303447,0
437228,0
462686,0
200267,0
278660,0
212332,0
421164,0
471304,1
233275,0
326996,0
432292,0
268271,1
227498,1
243074,0
351112,0
416615,0
138768,0
351230,0
156847,0
131489,0
488920,0
178769,0
470092,1
384180,0
198772,0
170516,0
410329,0
146862,0
454084,0
320491,0
221148,0
345420,0
335135,1
320406,0
263203,0
354414,1
451299,0
248292,0
469771,1
189089,0
292282,0
306103,0
288902,0
143816,0
238792,0
301435,0
469301,0
235104,0
345212,0
183311,0
438337,0
193619,0
175552,0
345411,0
219137,0
249551,0
215550,0
286196,0
351390,1
126635,0
424078,0
354132,0
295672,0
401030,0
305009,0
482709,0
138277,0
476882,0
492052,0
176551,0
360743,0
415045,0
229680,0
401573,1
155351,0
483682,0
492322,0
489659,0
480332,0
453081,1
470959,0
305548,0
344895,0
491206,0
405796,0
162370,0
248499,1
411246,0
240689,1
271955,1
438724,1
206450,0
477537,0
221121,0
300712,0
493409,0
139908,0
450262,0
408792,0
168416,0
351873,1
364752,0
393192,0
427359,0
265683,0
245989,0
284980,0
489422,0
148273,1
337522,0
156330,0
315489,0
274873,0
237758,0
196785,0
339835,0
480829,0
271652,0
204588,0
479487,0
326316,0
489591,0
187043,0
346987,0
339562,0
426534,0
239334,0
434413,0
319725,0
396681,0
235688,0
383942,1
205338,0
229142,0
326421,0
340605,1
150577,0
179435,0
454801,0
465551,0
437059,0
309508,0
263137,0
377844,0
477750,1
489007,0
406704,0
128491,0
422754,0
215056,0
379182,0
184347,0
161486,0
379965,0
308307,0
309767,0
403884,0
123534,0
358001,0
302375,0
165207,1
453851,0
401900,0
358247,0
412788,0
391542,0
475534,1
471004,1
496693,1
129521,0
153762,0
234466,0
179949,0
427257,0
175115,1
123923,0
344324,0
173298,0
210345,0
126652,0
326414,0
397573,0
195837,0
410856,1
143026,0
183645,0
318478,0
443075,0
238871,0
379537,1
282194,0
465889,0
465497,0
190587,0
267396,0
496101,1
337502,1
346234,0
380544,0
182322,0
321088,0
251823,0
236112,0
486864,0
341914,0
483926,0
255014,0
196472,0
262451,0
457722,0
457061,0
126333,0
171282,0
133007,0
298294,0
373045,0
392753,0
365580,0
490549,1
188107,1
192682,0
231767,0
177635,0
423158,0
460164,0
298462,0
207607,0
193113,0
214079,0
131969,0
398919,0
146913,0
375819,0
333363,0
404964,0
478789,0
407721,1
298244,1
484559,0
493733,0
323389,0
455002,0
307936,0
280416,0
476667,0
478096,0
414918,0
332677,0
200942,0
388063,0
392302,0
393730,0
395247,0
183845,0
324660,0
254608,0
250913,0
358813,0
204039,0
196371,0
372315,1
340029,0
490174,0
384458,0
156328,1
269819,0
264230,0
315858,0
428386,0
484960,0
469403,0
154366,0
128389,0
348442,0
377853,0
143252,0
201382,0
257555,0
206296,0
371310,0
234510,0
487901,0
451221,0
339922,1
290148,0
476219,0
408652,0
158857,0
433859,1
238891,0
412387,0
429384,0
202143,0
491337,0
166347,0
279902,0
340963,0
328972,0
230899,0
228683,0
195624,0
187622,0
421676,0
255559,0
471641,0
224000,0
176238,0
392257,0
452453,1
133401,0
375804,1
250099,0
445812,0
209625,0
228408,0
327248,0
272116,0
381635,0
415665,0
280045,0
483466,0
345911,0
433557,0
409053,0
468016,0
155078,0
156439,0
252300,0
476543,0
476652,0
498617,0
171199,1
440473,0
307825,0
391747,1
249232,1
341145,0
200683,0
188298,0
201910,0
243554,0
378041,0
448560,0
251461,0
407075,1
132986,0
147119,0
473735,0
312888,0
403651,0
369244,0
157423,0
485015,0
406954,0
323819,0
285524,0
265050,0
344246,0
443837,0
299108,0
318331,0
384465,0
309159,0
327792,0
257000,1
450971,0
481139,1
440380,1
209186,1
359487,0
173650,0
423325,0
464137,1
346909,0
367344,0
397933,0
242465,0
272534,1
262828,0
489209,0
409932,0
272813,0
195148,1
240192,0
188032,0
434702,0
202500,0
460163,0
441056,0
130451,0
202883,1
162167,0
248041,1
338567,0
474728,0
485758,0
463085,0
493594,0
403102,0
286301,1
435020,0
411000,0
432494,0
466195,0
202820,1
429625,0
262869,0
204934,0
195825,0
301287,1
455322,0
129330,0
375511,0
366644,0
322419,0
134660,0
381267,0
196527,0
236397,0
409931,0
307392,0
208663,0
165987,1
403010,1
429787,0
485600,0
155222,0
477200,0
289770,0
440964,0
320131,0
369064,0
199348,0
207040,0
467995,0
415166,0
327090,0
258251,0
208505,1
335708,1
340536,0
292805,0
145839,0
469705,0
301247,1
445583,0
128844,1
184678,0
207865,0
231427,1
256073,0
455237,0
470967,0
358838,1
445050,0
498054,0
410971,0
141006,0
378450,1
425356,0
135059,0
362510,0
191892,0
198388,0
424720,0
498120,0
342123,1
361520,0
255224,0
171506,0
493632,1
242291,0
327507,0
326233,1
238800,0
300609,0
228620,1
201452,1
346706,1
471443,0
270522,0
391917,0
353476,0
184164,0
329723,0
208809,0
317737,0
267148,0
305171,0
379360,0
366190,0
245238,1
191636,1
355522,0
382227,0
274389,0
405460,0
209604,0
471235,0
146793,1
230042,0
492392,1
313202,0
459854,0
241741,0
462895,0
139705,1
261398,0
382760,0
466660,0
345281,0
185667,0
403054,0
389605,0
276581,0
175910,0
298519,0
184332,0
254270,0
478748,1
367996,1
388924,0
483067,0
483668,0
367041,0
285780,0
225017,1
175839,0
294715,0
407517,1
149643,1
393753,0
165384,0
362618,0
128363,0
321376,0
205390,0
169205,0
133304,0
319392,0
228778,0
281385,0
154701,0
214342,1
475106,1
261382,1
442112,1
429322,0
277186,1
360530,1
369024,0
311533,0
190121,1
259432,0
498610,0
456711,0
218317,0
194801,0
329280,0
404954,0
177545,0
478591,0
244453,0
201649,0
436102,0
135775,0
409122,0
262689,0
360897,0
231370,0
417636,1
368692,1
374809,0
263017,0
173258,0
301094,0
201572,0
236479,0
433158,1
343649,0
188215,0
236998,0
168603,0
156176,0
134726,0
380381,0
210063,0
452204,0
422162,0
334064,0
278091,0
166841,0
138432,0
380628,0
498647,0
350805,0
443488,0
363186,0
242720,0
443257,0
324129,0
420576,0
167314,0
334527,0
204126,0
229078,0
467700,0
292001,0
228493,1
218574,0
443346,0
465964,0
179414,0
258707,0
372841,0
250277,1
170194,1
327364,0
311427,0
126869,0
160630,0
490300,0
182779,0
214107,0
135819,0
147955,0
127333,1
424122,0
329268,0
414373,1
242909,0
254220,0
497186,0
458891,0
132252,1
383212,0
448829,1
344269,0
368484,0
374633,0
408547,1
278231,0
319599,0
469031,0
214124,0
299321,0
143030,0
418958,0
126191,0
457156,0
328770,0
347372,0
331337,1
465523,0
204375,0
492653,0
255316,0
230005,0
325336,0
331475,0
266185,0
420804,0
125283,0
299750,0
324934,1
494781,0
460073,1
472326,0
209073,1
184172,0
272475,0
489893,0
418540,0
282923,0
461389,0
297466,1
293745,0
446967,0
150407,0
146494,0
298681,0
279078,1
467809,0
131144,0
194960,0
407085,0
390843,0
132512,0
215253,1
135907,0
490432,0
383584,0
228166,1
275216,0
326329,0
396792,0
295596,0
321241,0
391491,0
350758,0
127669,0
379724,0
246433,0
382598,0
175919,0
427700,1
417131,0
154244,0
151311,0
392121,0
408820,1
392319,1
349917,0
252427,0
246215,0
289881,0
495477,0
164075,0
471593,1
235182,0
418376,0
489815,0
252254,0
397384,0
223907,0
475640,0
159269,1
135749,0
186074,1
132913,0
406284,0
204010,0
310603,0
283305,0
164059,0
311245,0
341113,1
258978,0
475129,0
274456,0
298392,0
337377,0
169706,0
155419,0
477815,0
254352,0
194516,1
380803,0
189503,1
259585,1
316575,0
277539,0
412113,0
170927,0
140102,0
184363,0
407506,0
237675,0
312446,0
442768,0
490460,0
250158,0
455634,0
359416,0
164284,0
169311,0
271379,0
294299,0
319464,0
225758,0
458788,0
446030,0
350578,0
413623,0
190794,0
139512,0
377775,0
292779,1
366037,0
338148,0
188018,0
283801,0
468927,0
443676,1
188986,0
446770,0
377051,0
392889,0
147653,0
363235,0
493872,0
260867,0
408383,0
322481,1
212048,0
209240,0
128386,0
309247,0
284600,0
141073,0
429127,1
314918,0
157043,0
291740,0
382105,0
489628,0
210442,0
486097,0
415495,0
206110,0
482402,0
443302,1
136230,0
416894,0
408077,0
126789,0
199383,0
330529,0
253198,0
277062,0
249577,0
214365,0
291672,0
445934,0
306827,0
146815,0
420486,1
128667,0
318497,0
436364,0
234726,0
482035,0
282070,0
195037,0
274373,0
345739,0
314030,0
395346,0
473450,0
385027,1
334260,0
466700,0
313637,0
499625,0
486827,0
186969,0
424109,0
215760,0
184694,0
244742,0
400739,0
188400,1
440117,0
435980,0
406980,0
358533,0
159483,0
201181,0
340641,0
270971,1
224978,1
453611,0
284922,0
319971,0
186259,0
311534,0
377769,0
150180,0
247334,1
364294,0
426412,0
202784,0
257621,0
271024,0
175062,0
398803,1
343010,0
299916,0
395221,0
275884,0
442703,0
394084,0
256699,0
285059,0
326386,0
331472,0
343836,0
236698,0
241219,0
341646,0
329949,0
485525,0
490909,0
227748,0
304723,0
285187,0
474901,0
472579,0
190086,0
152791,0
316850,0
310293,0
201632,1
495590,1
315327,0
338156,0
417838,0
170287,0
374726,0
339664,0
194906,0
147434,1
134808,0
376503,0
271004,1
402079,0
217282,0
365620,0
167961,0
428482,0
402697,0
225011,1
136520,0
202391,0
479803,0
149294,1
432893,0
219916,0
199140,0
271377,1
494744,0
190105,0
459697,0
295700,0
418964,0
164942,0
463501,0
374485,0
341665,1
222600,0
414724,0
140263,0
365658,0
249355,0
163612,0
174853,0
190439,0
233263,1
213366,0
348675,1
278735,0
440372,0
174824,0
422739,0
340608,0
159567,0
215519,0
402908,0
359913,0
171144,0
166207,0
428424,1
208239,1
257153,0
425254,0
147864,0
300134,0
382919,0
190558,0
394715,0
356941,0
440458,0
232070,0
306333,0
244509,0
307230,0
476961,0
192613,1
386544,0
488166,0
328015,0
417006,0
165838,0
147318,1
185478,0
319537,1
354505,0
422916,0
349301,0
404111,0
272098,0
418945,0
218709,0
190772,0
459336,0
309055,0
248837,0
142164,0
384861,0
151795,0
347400,0
197323,0
320938,1
185407,0
193088,0
353807,1
263787,0
328090,0
131340,0
329683,0
250715,0
307434,0
418372,0
429809,0
376579,0
253305,0
378060,0
325290,0
144512,0
324476,1
454004,0
190583,1
180409,0
451909,0
399534,0
242072,0
422391,1
226304,0
401206,0
295982,1
210187,0
477073,0
208670,0
400695,0
204427,0
362721,0
439328,0
223112,0
205164,0
366692,0
432196,1
259237,0
467237,1
407889,0
368243,0
441148,0
381229,0
349871,0
227075,1
499009,0
220883,0
127424,0
465594,1
446612,1
131308,0
186249,0
320366,1
238185,1
410962,0
128477,0
379327,0
342447,0
146765,0
312097,0
427104,1
228591,0
221381,0
126457,0
263610,0
417744,0
188563,0
395892,0
134532,1
199415,0
462718,0
170069,0
132236,0
342601,0
307380,0
377651,0
358148,0
439829,0
438309,0
411446,0
264830,0
475556,0
207654,0
436207,1
256271,0
167487,0
495950,1
481715,0
195767,0
426192,0
413545,0
429756,0
375410,0
465981,0
314022,0
438655,0
342378,0
174291,1
361695,0
407184,0
285362,0
248887,1
225819,1
498782,0
404823,1
366153,1
356328,0
379361,0
436248,1
207744,0
130695,0
323589,0
375833,0
418946,1
165217,0
316409,0
429898,0
229536,0
395422,0
333383,0
149666,1
425886,1
288562,0
245676,0
412690,0
314289,1
136048,0
198706,1
208768,0
170328,0
124476,0
246517,0
499492,0
340224,0
227833,0
200677,0
482958,0
198980,0
471559,0
149977,1
435318,0
334198,1
425180,0
337204,0
249319,0
425371,0
285162,0
201746,0
377039,0
134269,0
282973,0
497622,0
421695,0
224366,0
456050,1
305494,0
177471,0
236804,0
409378,0
329722,1
156318,1
369185,0
186681,0
230904,0
291566,0
405168,0
360018,0
376348,1
388229,1
351647,0
279956,0
266623,0
397804,0
175497,0
132076,0
205128,0
195039,0
224854,0
379395,0
360900,0
181031,0
169494,0
455937,0
229690,1
125496,0
341139,0
491657,0
292093,0
242068,0
452000,0
135556,0
456722,0
313831,1
265136,0
302393,0
130561,0
175804,0
154121,0
315746,0
472213,1
142543,0
350677,0
190134,0
344636,0
419098,0
281539,0
259332,0
233965,0
215485,1
482684,1
284014,1
300731,0
410671,0
387090,0
233614,1
191632,0
208419,0
419191,0
317419,0
196469,0
140714,0
427678,0
482151,0
362562,1
327114,0
390152,0
302968,0
245145,0
419887,0
267048,1
185927,0
277453,0
203416,0
488729,0
124680,0
422383,0
244649,0
240675,0
145462,0
334276,0
275434,0
235532,0
298647,0
341257,0
489929,1
346087,0
405936,0
418826,0
479223,0
328330,0
167238,0
272551,0
407705,0
287069,0
487127,0
272832,1
205160,1
177817,0
383801,0
401411,0
200595,0
485763,1
154411,0
348294,0
269117,0
482053,0
293540,0
383814,1
227876,0
428938,0
419649,0
353679,1
264212,0
237387,0
467280,0
497478,0
373907,0
464341,0
211477,1
297030,1
168103,0
288382,0
229871,0
154906,1
179011,0
404283,0
362958,0
388048,1
379080,0
157212,0
216556,0
309486,0
378582,0
340694,0
486126,0
304531,0
379718,0
390926,0
185234,1
258815,0
144028,0
373699,0
165168,0
396088,0
194983,0
203206,0
333099,1
354868,0
279747,1
189179,0
167256,0
386862,0
238543,0
276111,0
374049,0
164566,0
151895,0
154340,0
150581,0
164846,0
326933,0
408188,0
498775,0
255695,0
151137,0
437823,1
421667,0
427680,0
232402,0
486068,0
412625,0
130585,0
338087,0
284859,0
206271,0
167193,0
346722,0
435995,1
138599,0
228739,0
387794,0
488870,1
166304,0
367085,0
287459,1
274606,0
218406,1
258680,0
169106,0
463786,0
489095,1
303318,0
299227,0
403086,0
460047,0
413822,1
397959,0
341325,1
263393,0
489805,0
396486,0
159099,1
157534,0
194466,0
464578,1
162207,0
126711,0
358323,0
167670,0
459808,0
349138,0
375721,0
168016,0
137166,0
397601,0
460350,0
480915,1
327472,1
407356,0
283955,0
283851,0
418541,0
365064,0
250897,0
247102,0
475333,0
325001,0
275350,1
417310,0
192506,0
476449,1
197434,1
304083,0
298865,0
341276,0
362203,0
270919,0
277909,0
356936,0
379354,1
439947,0
344718,0
393872,0
148046,0
493252,0
494182,0
283001,0
149984,0
433152,0
138407,0
413318,0
337537,0
403295,0
306013,0
147928,1
471106,0
498160,0
385485,0
126859,0
162108,1
338025,1
415673,0
355718,1
292604,0
174756,0
129511,0
252418,0
366065,1
358094,0
269998,0
405525,0
127749,0
364341,0
265315,0
264909,1
162077,1
325050,0
170714,0
179233,0
128200,0
368152,0
447334,0
295400,0
144845,1
402254,1
296987,0
309000,0
477729,0
201621,0
198829,0
244340,0
498166,0
148715,0
310986,0
161762,1
277692,0
147849,0
241782,0
261522,0
315659,0
317680,0
378297,0
319453,0
345357,0
450975,1
169187,0
313744,0
415433,0
367211,0
276986,0
459309,1
362983,0
395410,0
484630,0
454098,0
216223,1
259872,0
285781,0
340660,0
451046,0
426472,0
439982,0
499687,0
412150,0
431990,0
228912,0
469448,0
492763,0
226458,0
402111,0
378654,1
339880,0
402273,0
156393,0
129224,1
409188,0
200045,0
247855,0
264993,0
436821,0
392271,0
355328,0
421895,0
179736,1
380861,1
472600,0
389198,0
411081,0
186766,0
374899,0
229797,0
288422,0
252180,0
156229,0
290608,0
332622,0
336803,0
181992,0
146630,0
393318,0
131883,0
173734,0
325352,0
197260,1
176471,0
371996,1
394929,0
406117,0
446409,0
432772,1
280145,0
275889,0
197664,0
416754,1
450306,0
257586,0
223876,0
390326,0
215785,0
200488,1
451131,0
321921,0
398818,0
140334,0
461416,1
169482,0
352936,0
306542,0
239240,1
441381,0
484668,0
213510,0
441519,0
365199,0
276104,0
381853,0
485808,0
214931,0
475994,0
152676,1
381514,0
264939,0
491233,1
295630,0
472760,0
327213,0
357011,0
239541,0
228998,0
248986,0
462065,0
230638,0
250212,0
139637,1
187877,0
198957,0
477915,0
368794,0
